xz_axis1_nm,xz_axis2_nm,|E/E0|^2
5.742187500000000000e+01,-1.296093750000000000e+02,2.811533166666273509e-01
5.906250000000000000e+01,-1.296093750000000000e+02,2.826865041911789111e-01
6.070312500000000000e+01,-1.296093750000000000e+02,2.842474690993285757e-01
6.234375000000000000e+01,-1.296093750000000000e+02,2.858389815197596717e-01
6.398437500000000000e+01,-1.296093750000000000e+02,2.874640432074037077e-01
6.562500000000000000e+01,-1.296093750000000000e+02,2.891258597003220632e-01
6.726562500000000000e+01,-1.296093750000000000e+02,2.908278116325800355e-01
6.890625000000000000e+01,-1.296093750000000000e+02,2.925734255534324646e-01
7.054687500000000000e+01,-1.296093750000000000e+02,2.943663445852464644e-01
7.218750000000000000e+01,-1.296093750000000000e+02,2.962102992312186656e-01
7.382812500000000000e+01,-1.296093750000000000e+02,2.981090786198144493e-01
7.546875000000000000e+01,-1.296093750000000000e+02,3.000665024465822284e-01
7.710937500000000000e+01,-1.296093750000000000e+02,3.020863938462735598e-01
7.875000000000000000e+01,-1.296093750000000000e+02,3.041725533995644493e-01
8.039062500000000000e+01,-1.296093750000000000e+02,3.063287344497557241e-01
8.203125000000000000e+01,-1.296093750000000000e+02,3.085586198760459919e-01
8.367187500000000000e+01,-1.296093750000000000e+02,3.108658004418608511e-01
8.531250000000000000e+01,-1.296093750000000000e+02,3.132537548095771229e-01
8.695312500000000000e+01,-1.296093750000000000e+02,3.157258312871956685e-01
8.859375000000000000e+01,-1.296093750000000000e+02,3.182852313483001128e-01
9.023437500000000000e+01,-1.296093750000000000e+02,3.209349949442461547e-01
9.187500000000000000e+01,-1.296093750000000000e+02,3.236779876070305928e-01
9.351562500000000000e+01,-1.296093750000000000e+02,3.265168893228785896e-01
9.515625000000000000e+01,-1.296093750000000000e+02,3.294541851402192911e-01
9.679687500000000000e+01,-1.296093750000000000e+02,3.324921574614621012e-01
9.843750000000000000e+01,-1.296093750000000000e+02,3.356328799558026543e-01
1.000781250000000000e+02,-1.296093750000000000e+02,3.388782130200606035e-01
1.017187500000000000e+02,-1.296093750000000000e+02,3.422298007062927749e-01
1.033593750000000000e+02,-1.296093750000000000e+02,3.456890690284349366e-01
1.050000000000000000e+02,-1.296093750000000000e+02,3.492572255554365346e-01
1.066406250000000000e+02,-1.296093750000000000e+02,3.529352601951176172e-01
1.082812500000000000e+02,-1.296093750000000000e+02,3.567239470711452420e-01
1.099218750000000000e+02,-1.296093750000000000e+02,3.606238473949686663e-01
1.115625000000000000e+02,-1.296093750000000000e+02,3.646353132351189963e-01
1.132031250000000000e+02,-1.296093750000000000e+02,3.687584920878108075e-01
1.148437500000000000e+02,-1.296093750000000000e+02,3.729933321551767711e-01
1.164843750000000000e+02,-1.296093750000000000e+02,3.773395882405554125e-01
1.181250000000000000e+02,-1.296093750000000000e+02,3.817968281739214098e-01
1.197656250000000000e+02,-1.296093750000000000e+02,3.863644396847029094e-01
1.214062500000000000e+02,-1.296093750000000000e+02,3.910416376437211849e-01
1.230468750000000000e+02,-1.296093750000000000e+02,3.958274716007607053e-01
1.246875000000000000e+02,-1.296093750000000000e+02,4.007208335492111750e-01
1.263281250000000000e+02,-1.296093750000000000e+02,4.057204658542643561e-01
1.279687500000000000e+02,-1.296093750000000000e+02,4.108249692861975499e-01
1.296093750000000000e+02,-1.296093750000000000e+02,4.160328111053096523e-01
1.312500000000000000e+02,-1.296093750000000000e+02,4.213423331500261160e-01
-1.312500000000000000e+02,-1.279687500000000000e+02,4.069764529426668220e-01
-1.296093750000000000e+02,-1.279687500000000000e+02,4.017337483723480984e-01
-1.279687500000000000e+02,-1.279687500000000000e+02,3.965955697550093695e-01
-1.263281250000000000e+02,-1.279687500000000000e+02,3.915635306756015122e-01
-1.246875000000000000e+02,-1.279687500000000000e+02,3.866391108751773276e-01
-1.230468750000000000e+02,-1.279687500000000000e+02,3.818236475922880957e-01
-1.214062500000000000e+02,-1.279687500000000000e+02,3.771183268998659077e-01
-1.197656250000000000e+02,-1.279687500000000000e+02,3.725241750900263327e-01
-1.181250000000000000e+02,-1.279687500000000000e+02,3.680420501647456155e-01
-1.164843750000000000e+02,-1.279687500000000000e+02,3.636726334960392881e-01
-1.148437500000000000e+02,-1.279687500000000000e+02,3.594164217249871118e-01
-1.132031250000000000e+02,-1.279687500000000000e+02,3.552737189746782431e-01
-1.115625000000000000e+02,-1.279687500000000000e+02,3.512446294578017714e-01
-1.099218750000000000e+02,-1.279687500000000000e+02,3.473290505650937221e-01
-1.082812500000000000e+02,-1.279687500000000000e+02,3.435266665260816588e-01
-1.066406250000000000e+02,-1.279687500000000000e+02,3.398369427384315689e-01
-1.050000000000000000e+02,-1.279687500000000000e+02,3.362591208665666742e-01
