wavelength_nm,sigma_sca_m2,sigma_abs_m2
6.815631262525050715e+02,2.162946675192215564e-14,5.678016850017222106e-15
6.849699398797595222e+02,2.098788390146485460e-14,5.425942082274275330e-15
6.883767535070139729e+02,2.037389034679905267e-14,5.189371462061662620e-15
6.917835671342685373e+02,1.978565450145273778e-14,4.967017467353058150e-15
6.951903807615231017e+02,1.922151766664813832e-14,4.757718606463320200e-15
6.985971943887775524e+02,1.867997401452683627e-14,4.560425753665475139e-15
7.020040080160320031e+02,1.816571726492838107e-14,4.384060346960196706e-15
7.054108216432865675e+02,1.767506287207217429e-14,4.223891005231498241e-15
7.088176352705411318e+02,1.720252575499042232e-14,4.072086532248981800e-15
7.122244488977955825e+02,1.674712280641681405e-14,3.928037297202095277e-15
7.156312625250500332e+02,1.630794851053124471e-14,3.791187535607909260e-15
7.190380761523045976e+02,1.588416695883532740e-14,3.661029903234926356e-15
7.224448897795591620e+02,1.547500482351146989e-14,3.537100634067549165e-15
7.258517034068136127e+02,1.507974516336748532e-14,3.418975231537283088e-15
7.292585170340680634e+02,1.469772195446191854e-14,3.306264630601587064e-15
7.326653306613226277e+02,1.432831525217842928e-14,3.198611775698174441e-15
7.360721442885771921e+02,1.397094690416991492e-14,3.095688566207654421e-15
7.394789579158316428e+02,1.362507674449136291e-14,2.997193126891323924e-15
7.428857715430860935e+02,1.329019920862279542e-14,2.902847365912438241e-15
7.462925851703406579e+02,1.296584031716064192e-14,2.812394787566599046e-15
7.496993987975952223e+02,1.265155498290686501e-14,2.725598530813598225e-15
7.531062124248496730e+02,1.234056548582299107e-14,2.648604582571650707e-15
7.565130260521041237e+02,1.203860757259816688e-14,2.575329241654857931e-15
7.599198396793586880e+02,1.174591566382715134e-14,2.504964485268725037e-15
7.633266533066132524e+02,1.146211315656027518e-14,2.437338289114349996e-15
7.667334669338677031e+02,1.118684469393281329e-14,2.372291296341696898e-15
7.701402805611221538e+02,1.091977451680971586e-14,2.309675714976921159e-15
7.735470941883767182e+02,1.066058497817036261e-14,2.249354324511841598e-15
7.769539078156312826e+02,1.040897520145392099e-14,2.191199579674534001e-15
7.803607214428857333e+02,1.016465986648266152e-14,2.135092800830451662e-15
7.837675350701401840e+02,9.927368108648617149e-15,2.080923441708896827e-15
7.871743486973947483e+02,9.696842518838259877e-15,2.028588426240143757e-15
7.905811623246493127e+02,9.472838233114993832e-15,1.977991547240035758e-15
7.939879759519037634e+02,9.255122102521111907e-15,1.929042920512890688e-15
7.973947895791582141e+02,9.043471934524262295e-15,1.881658488674605770e-15
8.008016032064127785e+02,8.840928616184142660e-15,1.837321522430936181e-15
8.042084168336673429e+02,8.654219135354299321e-15,1.799292646679379173e-15
8.076152304609217936e+02,8.472361089692076112e-15,1.762330144218742685e-15
8.110220440881763579e+02,8.295199856547505678e-15,1.726388315012405964e-15
8.144288577154308086e+02,8.122586945993090559e-15,1.691423967401452593e-15
8.178356713426853730e+02,7.954379688313769334e-15,1.657396251641115813e-15
8.212424849699398237e+02,7.790440942280172728e-15,1.624266506241324800e-15
8.246492985971943881e+02,7.630638822459644533e-15,1.591998116002108525e-15
8.280561122244488388e+02,7.474846443993837316e-15,1.560556380740480580e-15
8.314629258517034032e+02,7.322941683425580678e-15,1.529908393800508731e-15
8.348697394789578539e+02,7.174806954294896482e-15,1.500022929523641739e-15
8.382765531062124182e+02,7.030328996346309638e-15,1.470870338932910135e-15
8.416833667334668689e+02,6.889398677299031502e-15,1.442422452953280491e-15
8.450901803607214333e+02,6.751910806228372738e-15,1.414652492552518776e-15
8.484969939879758840e+02,6.617763957694185364e-15,1.387534985242541376e-15
8.519038076152304484e+02,6.488708120677511634e-15,1.362962453243691239e-15
